factor_arribo,tasa_arribo,tasa_servicio,rho,capacidad_cola,modelo_cola,tiempo_simulacion,replicas,estado_teorico,metrica,media,desvio_estandar,semiancho_ic95,teoria,error_porcentual
1.0,10.0,10.0,1.0,5,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,tiempo_promedio_sistema,0.3492660826126311,0.0016719848717511108,0.0011959828283072504,0.3499999999999999,-0.20969068210538064
1.0,10.0,10.0,1.0,5,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,tiempo_promedio_cola,0.24929366378902523,0.0015716091139757666,0.0011241833253895531,0.24999999999999994,-0.28253448438988477
1.0,10.0,10.0,1.0,5,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,utilizacion_servidor,0.8570692622944603,0.001527520259864241,0.0010926462503071074,0.8571428571428572,-0.008586065646300673
1.0,10.0,10.0,1.0,5,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,probabilidad_denegacion,0.14216398669722197,0.0025838283891389917,0.0018482310677049134,0.14285714285714285,-0.4852093119446177
1.0,10.0,10.0,1.0,10,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,promedio_clientes_sistema,5.485033800514593,0.0670002767951653,0.04792578084449239,5.5,-0.27211271791649305
1.0,10.0,10.0,1.0,10,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,promedio_clientes_cola,4.5692177201014506,0.06492787502994876,0.04644337692659284,4.583333333333333,-0.30797701596834515
1.0,10.0,10.0,1.0,10,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,tiempo_promedio_sistema,0.5975095619593697,0.007804829986795087,0.005582851136857619,0.6000000000000001,-0.4150730067717378
1.0,10.0,10.0,1.0,10,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,tiempo_promedio_cola,0.4977439306529905,0.007496390406430216,0.005362222082181823,0.5,-0.4512138694019008
1.0,10.0,10.0,1.0,10,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,utilizacion_servidor,0.9158160804131157,0.0025271396566351753,0.0018076812088045394,0.9166666666666666,-0.09279122766010305
1.0,10.0,10.0,1.0,10,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,probabilidad_denegacion,0.08361189475634627,0.003551821716905169,0.0025406436711226995,0.08333333333333333,0.3342737076155289
1.0,10.0,10.0,1.0,50,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,promedio_clientes_sistema,25.79332470218541,1.6188995244183226,1.1580104967883373,25.5,1.1502929497467005
1.0,10.0,10.0,1.0,50,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,promedio_clientes_cola,24.812909746228378,1.61549971346274,1.155578587510289,24.51923076923077,1.1977495532451465
1.0,10.0,10.0,1.0,50,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,tiempo_promedio_sistema,2.628798925564319,0.16503917819396816,0.11805371355495652,2.6,1.107650983243041
1.0,10.0,10.0,1.0,50,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,tiempo_promedio_cola,2.528858896222325,0.16469434336373384,0.11780705071575835,2.5000000000000004,1.154355848892976
1.0,10.0,10.0,1.0,50,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,utilizacion_servidor,0.9804149559569408,0.0037446659640694934,0.002678586550895779,0.9807692307692307,-0.036122137723675035
1.0,10.0,10.0,1.0,50,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,probabilidad_denegacion,0.01988857676908545,0.0031476243034757,0.00225151834835494,0.019230769230769232,3.4205991992443323
1.25,12.5,10.0,1.25,infinita,M/M/1,10000.0,10,capacidad_infinita_sin_regimen_estacionario,promedio_clientes_sistema,12541.892146502738,144.8436780456656,103.60772675535715,,
1.25,12.5,10.0,1.25,infinita,M/M/1,10000.0,10,capacidad_infinita_sin_regimen_estacionario,promedio_clientes_cola,12540.892177716234,144.84368835032117,103.60773412635153,,
1.25,12.5,10.0,1.25,infinita,M/M/1,10000.0,10,capacidad_infinita_sin_regimen_estacionario,tiempo_promedio_sistema,1003.8583115291096,12.634248505825704,9.037369007835965,,
1.25,12.5,10.0,1.25,infinita,M/M/1,10000.0,10,capacidad_infinita_sin_regimen_estacionario,tiempo_promedio_cola,1003.7582025470668,12.634079351880771,9.037248010800107,,
1.25,12.5,10.0,1.25,infinita,M/M/1,10000.0,10,capacidad_infinita_sin_regimen_estacionario,utilizacion_servidor,0.9999687864764052,2.123497970507285e-05,1.5189534017805753e-05,,
1.25,12.5,10.0,1.25,infinita,M/M/1,10000.0,10,capacidad_infinita_sin_regimen_estacionario,probabilidad_denegacion,0.0,0.0,0.0,0.0,0.0
1.25,12.5,10.0,1.25,0,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,promedio_clientes_sistema,0.555755072901003,0.0014768133167835738,0.0010563752084902537,0.5555555555555556,0.03591312218053755
1.25,12.5,10.0,1.25,0,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,promedio_clientes_cola,0.0,0.0,0.0,0.0,0.0
1.25,12.5,10.0,1.25,0,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,tiempo_promedio_sistema,0.10002937490573245,0.0003674732579227012,0.00026285626967269233,0.1,0.029374905732446055
1.25,12.5,10.0,1.25,0,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,tiempo_promedio_cola,0.0,0.0,0.0,0.0,0.0
1.25,12.5,10.0,1.25,0,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,utilizacion_servidor,0.555755072901003,0.0014768133167835738,0.0010563752084902537,0.5555555555555556,0.03591312218053755
1.25,12.5,10.0,1.25,0,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,probabilidad_denegacion,0.5556085146477192,0.0009484572044789771,0.0006784382736388845,0.5555555555555556,0.009532636589453247
1.25,12.5,10.0,1.25,2,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,promedio_clientes_sistema,1.7733116182682065,0.005105842190655013,0.0036522457154020676,1.7750677506775068,-0.0989332609208861
1.25,12.5,10.0,1.25,2,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,promedio_clientes_cola,0.9470513361618595,0.003938164774162472,0.0028169976442489835,0.948509485094851,-0.15373055893538476
1.25,12.5,10.0,1.25,2,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,tiempo_promedio_sistema,0.21445553577414006,0.0008263213502352701,0.0005910736168982252,0.2147540983606557,-0.1390253265454525
1.25,12.5,10.0,1.25,2,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,tiempo_promedio_cola,0.11453038714195271,0.0005573179413438361,0.00039865353988322206,0.11475409836065573,-0.1949483477269135
1.25,12.5,10.0,1.25,2,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,utilizacion_servidor,0.8262602821063556,0.001415075804761093,0.001012213921214988,0.8265582655826558,-0.036051115657298974
1.25,12.5,10.0,1.25,2,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,probabilidad_denegacion,0.3379372085258791,0.0014871229498940675,0.001063749763352933,0.33875338753387535,-0.24093604316049086
1.25,12.5,10.0,1.25,5,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,promedio_clientes_sistema,3.854876589268708,0.009319634375396875,0.006666401632810842,3.8575662849646095,-0.06972519711158175
1.25,12.5,10.0,1.25,5,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,promedio_clientes_cola,2.921666198546448,0.008312764458447584,0.005946180324977289,2.9239079379990605,-0.07666928987328994
1.25,12.5,10.0,1.25,5,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,tiempo_promedio_sistema,0.41280321540160775,0.001392557621926201,0.000996106502750724,0.4131667967733541,-0.08799869074324553
1.25,12.5,10.0,1.25,5,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,tiempo_promedio_cola,0.31286828414920126,0.0011912267879925671,0.0008520931063010172,0.31316679677335413,-0.09532064932442674
1.25,12.5,10.0,1.25,5,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,utilizacion_servidor,0.9332103907222761,0.0014757697953340322,0.0010556287700770194,0.9336583469655496,-0.04797860424312882
1.25,12.5,10.0,1.25,5,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,probabilidad_denegacion,0.25328318379434656,0.0017734481656705619,0.0012685602536664068,0.25307332242756025,0.08292512413921943
1.25,12.5,10.0,1.25,10,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,promedio_clientes_sistema,7.881458386682775,0.031500535093465655,0.02253255976821001,7.885483697159027,-0.051047096549098725
1.25,12.5,10.0,1.25,10,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,promedio_clientes_cola,6.900055752806535,0.030855152340065604,0.022070912833603646,6.903931274183173,-0.05613499356707081
1.25,12.5,10.0,1.25,10,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,tiempo_promedio_sistema,0.802434090728157,0.004104631774812148,0.0029360726894964383,0.8033685733515847,-0.11632053510995417
1.25,12.5,10.0,1.25,10,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,tiempo_promedio_cola,0.70251051718856,0.0038899765323771487,0.002782528247620289,0.7033685733515846,-0.12199239424872545
1.25,12.5,10.0,1.25,10,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,utilizacion_servidor,0.9814026338763053,0.0010551933237887747,0.0007547873889995851,0.9815524229758537,-0.015260427873449419
1.25,12.5,10.0,1.25,10,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,probabilidad_denegacion,0.2146224481981986,0.0028590010831924762,0.0020450640788567042,0.21475806161931713,-0.0631470688904455
1.25,12.5,10.0,1.25,50,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,promedio_clientes_sistema,47.009834565606766,0.08097614055545402,0.05792281691250476,47.0004749923709,0.019913784355133808
1.25,12.5,10.0,1.25,50,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,promedio_clientes_cola,46.00987174390945,0.08095437665274385,0.05790724903604961,46.00047727598807,0.020422544455393803
1.25,12.5,10.0,1.25,50,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,tiempo_promedio_sistema,4.703001598723838,0.019691181083406742,0.014085243737988012,4.7000582323707585,0.06262404011949664
1.25,12.5,10.0,1.25,50,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,tiempo_promedio_cola,4.602939592887817,0.019396309094891692,0.013874319679540366,4.600058232370759,0.06263747916889645
1.25,12.5,10.0,1.25,50,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,utilizacion_servidor,0.9999628216972789,5.4712436867990074e-05,3.913620038943823e-05,0.9999977163828322,-0.0034894765239573307
1.25,12.5,10.0,1.25,50,M/M/1/K,10000.0,10,capacidad_finita_regimen_estacionario,probabilidad_denegacion,0.1998741922204964,0.002706895164863638,0.0019362616192897882,0.20000182689373422,-0.06381675368676985
