factor_arribo,tasa_arribo,tasa_servicio,rho,capacidad_cola,modelo_cola,longitud_cola,probabilidad_media,desvio_estandar,semiancho_ic95,teoria,error_porcentual,estado_teorico
1.0,10.0,10.0,1.0,10,M/M/1/K,15,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,10,M/M/1/K,16,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,10,M/M/1/K,17,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,10,M/M/1/K,18,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,10,M/M/1/K,19,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,10,M/M/1/K,20,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,10,M/M/1/K,>20,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,0,0.038962228984880234,0.0075241020717515695,0.005382044436096679,0.038461538461538464,1.301795360688604,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,1,0.019512462518158948,0.003504733881369816,0.0025069614030149403,0.019230769230769232,1.4648050944265216,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,2,0.01965569330321702,0.0035514203192083347,0.002540356548457389,0.019230769230769232,2.2096051767284948,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,3,0.019405680492453024,0.0030724735159971153,0.002197762448480067,0.019230769230769232,0.909538560755721,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,4,0.01918961895382453,0.002744218920190008,0.0019629595704569714,0.019230769230769232,-0.21398144011245818,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,5,0.019453668392740594,0.0025824541758699914,0.0018472480830500134,0.019230769230769232,1.1590756422510824,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,6,0.01904802370707879,0.002395481089684529,0.0017135048870369862,0.019230769230769232,-0.9502767231903048,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,7,0.01896033221184592,0.002243398915054175,0.0016047194115087102,0.019230769230769232,-1.4062724984012258,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,8,0.01879963979664605,0.002214240378156156,0.0015838620999278524,0.019230769230769232,-2.2418730574405394,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,9,0.018829845682019165,0.002192999033775813,0.0015686680132119574,0.019230769230769232,-2.084802453500349,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,10,0.01868137630391545,0.0025645913371365424,0.00183447066577132,0.019230769230769232,-2.8568432196396585,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,11,0.018688204621770253,0.0026388705604538003,0.0018876031295204682,0.019230769230769232,-2.8213359667946882,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,12,0.01864717923175639,0.002349728745643002,0.0016807779056192877,0.019230769230769232,-3.0346679948667687,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,13,0.0182451844719455,0.002058553404305302,0.001472498085538338,0.019230769230769232,-5.1250407458834,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,14,0.018245580247932196,0.0020883724228711606,0.0014938278444161148,0.019230769230769232,-5.122982710752583,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,15,0.018096704203335947,0.0017886822995507152,0.0012794573394191715,0.019230769230769232,-5.897138142653081,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,16,0.01861049933748128,0.001728610695211567,0.0012364876879155404,0.019230769230769232,-3.2254034450973412,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,17,0.01860411192809826,0.0015250650583165295,0.0010908900269460545,0.019230769230769232,-3.258617973889048,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,18,0.018718282600087684,0.001303756617795788,0.0009325865045313712,0.019230769230769232,-2.6649304795440503,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,19,0.01872946815013695,0.0013244693077311463,0.0009474024409128988,0.019230769230769232,-2.606765619287862,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,20,0.01884971680979151,0.0012804836454664882,0.0009159391797021931,0.019230769230769232,-1.9814725890841502,capacidad_finita_regimen_estacionario
1.0,10.0,10.0,1.0,50,M/M/1/K,>20,0.5840664980508843,0.048083295455180565,0.03439432776242271,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,0,7.001845045232257e-05,4.9035487485372504e-05,3.507543758380996e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,1,5.3988446669875294e-05,3.4528470458397796e-05,2.469846375625887e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,2,4.5383775958144035e-05,3.0131993733430277e-05,2.1553632270668508e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,3,4.426217497182474e-05,2.7653495878207034e-05,1.9780744892962257e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,4,6.164996676215939e-05,3.1944020399115805e-05,2.2849788003420458e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,5,5.233162371730837e-05,3.3549860708408754e-05,2.3998457149515376e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,6,6.000079832815462e-05,6.334274462981787e-05,4.5309521727772255e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,7,5.021274837338639e-05,5.283388968583665e-05,3.7792462051861385e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,8,4.2330764244878336e-05,4.075612228965529e-05,2.915314799216318e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,9,5.122057876074358e-05,4.9797891835426714e-05,3.562079090984611e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,10,4.3047204399364896e-05,3.227664157541894e-05,2.308771432794113e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,11,4.951814206541964e-05,5.551793803469456e-05,3.9712381179011446e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,12,4.7288833227141145e-05,4.468869167060893e-05,3.196614321132539e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,13,3.602534036521087e-05,5.050948930803955e-05,3.6129801710296985e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,14,3.349673283490313e-05,2.8974059296997997e-05,2.0725353423367553e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,15,3.266455800368658e-05,3.099352722338008e-05,2.2169893384868925e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,16,3.8314474383652416e-05,3.458131395349081e-05,2.4736263089127705e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,17,5.955907991785218e-05,5.327465209171463e-05,3.81077425772416e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,18,5.235610540930679e-05,3.546437574896066e-05,2.5367923555415297e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,19,6.030495068867831e-05,6.238414315602824e-05,4.462382718518846e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,20,5.936223638109173e-05,5.02345875882833e-05,3.593316252901284e-05,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,infinita,M/M/1,>20,0.9989566630140849,0.00043577254556854896,0.00031171124234029843,,,capacidad_infinita_sin_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,0,1.0,0.0,0.0,1.0,0.0,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,1,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,2,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,3,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,4,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,5,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,6,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,7,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,8,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,9,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,10,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,11,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,12,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,13,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,14,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,15,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,16,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,17,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,18,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,19,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,20,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,0,M/M/1/K,>20,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,0,0.3910322266550776,0.0022421738203216397,0.0016038430924176007,0.3902439024390244,0.20200808036362794,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,1,0.2708842105279854,0.0009000389845703862,0.0006438043720012272,0.27100271002710025,-0.04372631517338139,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,2,0.338083562816937,0.0017698199175521971,0.0012659649416395357,0.33875338753387535,-0.1977322564401943,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,3,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,4,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,5,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,6,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,7,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,8,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,9,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,10,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,11,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,12,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,13,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,14,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,15,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,16,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,17,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,18,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,19,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,20,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,2,M/M/1/K,>20,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,0,0.14963008223728813,0.001963309426600304,0.001404369381888313,0.14926871932751332,0.24208883911031742,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,1,0.10405184155776417,0.00094344944180451,0.0006748561849082441,0.10365883286632868,0.37913671277998034,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,2,0.12959001332683356,0.000989572674858181,0.0007078484659092264,0.12957354108291086,0.012712660150396592,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,3,0.16145154190593386,0.0008968165859943189,0.0006414993670768094,0.16196692635363857,-0.31820351185736767,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,4,0.2023029002436904,0.0007829559567302384,0.00056005403840139,0.2024586579420482,-0.07693308843446879,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,5,0.2529736207284899,0.002048329984797535,0.001465185199887007,0.25307332242756025,-0.0393963686547417,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,6,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,7,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,8,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,9,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,10,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,11,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,12,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,13,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,14,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,15,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,16,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,17,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,18,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,19,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,20,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,5,M/M/1/K,>20,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,0,0.04160230264509041,0.0017689837721497881,0.0012653668408073183,0.04150704830432939,0.2294895557559656,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,1,0.028749416836553344,0.0005592955512227146,0.00040006813848168446,0.028824339100228743,-0.25992708250786745,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,2,0.036168770346703336,0.0008377309618891947,0.0005992349943402691,0.03603042387528593,0.38397125689186673,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,3,0.04506315084278811,0.0012378831965580868,0.0008854667715880768,0.045038029844107416,0.05577730368679503,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,4,0.0563430686708008,0.0012973221291308838,0.0009279838684177421,0.05629753730513427,0.08087630089350427,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,5,0.07078604282744552,0.0012690925885319743,0.0009077910745846626,0.07037192163141784,0.5884750429250712,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,6,0.08849607842700127,0.0013226684202398942,0.0009461142531118961,0.08796490203927229,0.6038503714718357,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,7,0.1098003906207206,0.0011444206491215052,0.0008186123378473374,0.10995612754909036,-0.14163551576534944,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,8,0.13675068940340918,0.0014929968366706999,0.0010679513968957749,0.13744515943636296,-0.5052706372502849,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,9,0.17150876000144433,0.0014694317629453636,0.001051095129832916,0.1718064492954537,-0.17327015093445602,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,10,0.21473132937804312,0.0028376781579407613,0.0020298116367555856,0.21475806161931713,-0.012447607820836185,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,11,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,12,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,13,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,14,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,15,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,16,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,17,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,18,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,19,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,20,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,10,M/M/1/K,>20,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,0,6.585421399577188e-05,8.648507130178625e-05,6.186339477673317e-05,5.138138627479061e-06,1181.6745278840815,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,1,2.614487648038346e-05,3.346241319555575e-05,2.3935905313361e-05,3.568151824638237e-06,632.7288121500884,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,2,2.5289076497919146e-05,2.2952551426053494e-05,1.6418125447899008e-05,4.4601897807977965e-06,466.9955257687639,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,3,2.3626646257960084e-05,2.8845777717277723e-05,2.0633592684902923e-05,5.575237225997245e-06,323.77831292611904,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,4,3.1532860706035255e-05,3.618606775743203e-05,2.588415505011438e-05,6.9690465324965565e-06,352.4702275841898,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,5,1.72519359346974e-05,1.7334790333648163e-05,1.2399700452813587e-05,8.711308165620695e-06,98.04070303450425,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,6,1.8373847553998476e-05,1.4885721830540441e-05,1.0647864102764966e-05,1.088913520702587e-05,68.73559933522849,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,7,2.278612430763546e-05,1.4970387008325183e-05,1.0708425714593477e-05,1.3611419008782338e-05,67.40447335383205,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,8,3.42797646552406e-05,2.6324425999215288e-05,1.8830051630271575e-05,1.701427376097792e-05,101.47650811791289,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,9,3.471952893482562e-05,3.5617711907671344e-05,2.547760601479336e-05,2.1267842201222402e-05,63.24894931198078,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,10,4.713021929001357e-05,4.3861929957145e-05,3.1374754599436134e-05,2.6584802751528003e-05,77.28256150896092,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,11,6.107332579626485e-05,4.865165910548887e-05,3.480088237753166e-05,3.3231003439410006e-05,83.78417584536582,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,12,8.839008873050305e-05,5.5099092066029864e-05,3.941277763911574e-05,4.1538754299262504e-05,112.78945462279393,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,13,8.543780595371859e-05,6.635703965905499e-05,4.746566868539625e-05,5.1923442874078126e-05,64.54572583123513,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,14,9.918900478043645e-05,6.118018686630792e-05,4.376262857456349e-05,6.490430359259766e-05,52.823463607348465,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,15,0.00011635004941966756,8.810509267072264e-05,6.30222077369901e-05,8.113037949074707e-05,43.41119830819637,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,16,0.00012373381497108612,9.239911089590918e-05,6.609374991929637e-05,0.00010141297436343385,22.00984711054922,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,17,0.00014852726575673186,0.0001036646780664707,7.415209130430092e-05,0.0001267662179542923,17.166283063115333,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,18,0.00017621797903660444,0.00011435286670509049,8.179742966439628e-05,0.00015845777244286537,11.20816373973881,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,19,0.00021593407185369046,0.00014588423609738151,0.00010435204542877056,0.00019807221555358172,9.01785050981914,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,20,0.00025061127250753664,0.000138825486378147,9.930287088409815e-05,0.00024759026944197715,1.2201622755079509,capacidad_finita_regimen_estacionario
1.25,12.5,10.0,1.25,50,M/M/1/K,>20,0.9982875462265792,0.0008240113068345027,0.0005894212262057971,,,capacidad_finita_regimen_estacionario
