semilla,tasa_arribo,tasa_servicio,capacidad_cola,longitud_cola,probabilidad
20260626,12.5,10.0,2,0,0.372013175647214
20260626,12.5,10.0,2,1,0.27728856447994626
20260626,12.5,10.0,2,2,0.35069825987283976
